mode,sequence_id,signal_filter,sensor_group,original_acc_rmse,refined_acc_rmse,delta_acc_rmse
A,s5_freestyle1,raw,all,1.2001449674228177,1.6251712581312456,0.4250262907084279
A,s5_freestyle1,raw,fit,0.9512280194770537,1.4506597774691639,0.49943175799211015
A,s5_freestyle1,raw,heldout,1.648661169272499,1.9751503767933565,0.3264892075208574
A,s5_freestyle1,savgol9_p3,all,0.9792625416059748,1.0046122440353862,0.02534970242941137
A,s5_freestyle1,savgol9_p3,fit,0.7988106160468809,0.8294417449011634,0.03063112885428254
A,s5_freestyle1,savgol9_p3,heldout,1.3397794030352892,1.3589418501882118,0.01916244715292259
A,s5_freestyle1,savgol15_p3,all,0.8532574290444628,0.8611817415310273,0.007924312486564555
A,s5_freestyle1,savgol15_p3,fit,0.7561172944231443,0.766532713037182,0.010415418614037608
A,s5_freestyle1,savgol15_p3,heldout,1.1253904859356014,1.1289752245503382,0.0035847386147367377
