method,target_filter,sequence_id,num_frames,mean_l2_error,rmse,pearson_correlation,cosine_similarity,magnitude_mae,residual_mean,residual_std,residual_p95,x_mae,x_rmse,x_bias,x_pearson_correlation,y_mae,y_rmse,y_bias,y_pearson_correlation,z_mae,z_rmse,z_bias,z_pearson_correlation
bspline_q_knot30,lowpass_5hz,s5_freestyle1,18288,4.9369872412902005,3.9164302181133617,0.8202973436515861,0.8169117868905335,2.4422522728851184,4.9369872412902005,4.65203546196632,14.700219332127055,2.5062834611311207,4.1617868312061095,1.085088867920085,0.8541953626361907,2.45839048160761,3.882170898132827,-0.08587659380113327,0.7125636976910036,2.4432352167294025,3.6910102207044058,0.641215579929163,0.7637143368778297
bspline_q_knot30,lowpass_5hz,s5_freestyle3,21222,8.734085008706375,7.115097068876064,0.5808653380581525,0.5766036673787831,4.822897699638778,8.734085008706375,8.694226702776783,25.848942004803217,4.471552546990332,7.950594342410398,1.485052484974745,0.6153916561825924,4.296879749792993,6.711177927156219,-0.26906473741276027,0.4543958375195534,4.200541334238198,6.604692220767686,1.1850138267068069,0.5328350495629345
bspline_q_knot30,lowpass_5hz,s5_rom3,34386,1.1305211745750452,1.0342007443727126,0.9840482310451791,0.9836882948835515,0.4712988161703434,1.1305211745750452,1.3894730702034779,3.5990033786389515,0.5419045558445933,1.198526596719437,0.2169320159344213,0.9852178204070229,0.4929531244921827,0.880259053672405,-0.1164829016391867,0.9784786845484688,0.6179393245697814,0.9986949155608557,0.3771994226363796,0.9736708910838395
bspline_q_knot30,lowpass_5hz,s5_walking2,22272,4.46165184932538,3.2113862068079877,0.8674069751956155,0.8666321651692954,2.060305588354772,4.46165184932538,3.3215458574647445,10.755744265592831,1.9191180770749532,3.030727613083826,0.5349509204570704,0.9252507855806216,2.1770948252215896,3.092677040752769,-0.19990436349630125,0.7120766402927597,2.506057288205033,3.491280991945749,0.40001084222307454,0.7547831851127045
raw_q,centered_ma21,s5_freestyle1,18288,3.6080555597978283,2.7620680532763267,0.9190611520938672,0.9190697282516155,1.8613507369400992,3.6080555597978283,3.1414956422381057,9.90751150914787,1.7673397247067417,2.698866937264418,0.1702862440501617,0.9385667543394455,1.9402948062789775,3.0272420622524745,-0.022896956165495468,0.8599832830526593,1.6777059903568312,2.537515033307073,0.23079770633932548,0.9013143824830404
raw_q,centered_ma21,s5_freestyle3,21222,5.7882693078985925,5.1595802022673976,0.8204388663847878,0.8208679539014467,3.288955747106407,5.7882693078985925,6.808798866916849,15.641640322565387,3.0112796755554085,5.6911474883226925,0.006209685326132456,0.8448679389082727,2.8875569412769195,4.8591932929968955,-0.08201084249888074,0.7560610650238879,2.6870106582334023,4.884965137883925,0.0618789164409862,0.7684210273843614
raw_q,centered_ma21,s5_rom3,34386,1.2793876261358659,1.6203815646113096,0.9620575458187202,0.9621022326361097,0.5034406514777218,1.2793876261358659,2.4980145209519944,2.977763206297187,0.5417070777788349,1.7836353421314501,0.028986305711215687,0.9682555203346723,0.67428982100635,1.4859535924994174,-0.09708605296525939,0.9422187014074427,0.6776084272319959,1.5771798033307065,0.2682483323626644,0.9287907517997966
raw_q,centered_ma21,s5_walking2,22272,3.8768687161383983,3.3258222008320693,0.8816969199493806,0.8816951896524451,2.0248635589575827,3.8768687161383983,4.2606535757404425,10.504460154585452,1.8554117853617833,2.8739129394174885,-0.03224615487937399,0.9341658117782952,2.015921973838938,3.4292889027843487,-0.021307621915173974,0.7456579037960537,1.9342867901398013,3.628206440175539,0.010838450736191694,0.7906594263616783
raw_q,lowpass_5hz,s5_freestyle1,18288,2.2823795011119237,1.738099641677788,0.968747433167002,0.968645843457183,0.9280233070554663,2.2823795011119237,1.9630881045193702,5.765609766227051,1.0233292069890692,1.529357880832972,0.16916359388527913,0.9808858743935424,1.2571291261416286,1.963784874106722,-0.022745575177823045,0.9429726980217602,1.1279674350848474,1.693394382229105,0.23015910555885166,0.9573097239707635
raw_q,lowpass_5hz,s5_freestyle3,21222,3.72520977855753,3.9237220071429104,0.9001734419365258,0.9004012575128673,1.8684642461301189,3.72520977855753,5.684152995280134,10.131874387046208,1.8248061114095193,4.243383044460035,0.005894072750658301,0.9165895420783908,1.950067687129995,3.698082049419487,-0.08188189495639461,0.8665763868276773,1.7995184929032768,3.8085000540584497,0.06147551977044928,0.8662177128524832
raw_q,lowpass_5hz,s5_rom3,34386,1.1369740711349694,1.5390072890731963,0.965845799737461,0.9658784868154815,0.41781042612867675,1.1369740711349694,2.4109998484089665,2.4208332042132246,0.4583441743120831,1.7124020605604673,0.027901245267313916,0.9707528822894491,0.6030969392896546,1.381348052384284,-0.096724596753401,0.9503174096005164,0.6193509400170175,1.5050538357891712,0.2679442487082843,0.9357930443710937
raw_q,lowpass_5hz,s5_walking2,22272,3.06870576945926,2.8896290399352,0.9120810966364611,0.9120792020335067,1.299716209272473,3.06870576945926,3.9538478556714742,8.639738710694601,1.361377218539019,2.3061737719309394,-0.03285467908927398,0.9580476521553773,1.7071133516680959,3.1027265721659893,-0.020878273920478325,0.7978215120752526,1.5169628604861325,3.17876050015464,0.010244709379888776,0.8440133803746869
savgol_q_w15_p3,centered_ma21,s5_freestyle1,18288,4.248636368906863,5.742236534776611,0.7456446901115009,0.7459138391353284,2.467745236152107,4.248636368906863,8.992715400187631,11.238045183854606,2.162295441559154,5.9161699172410644,0.1730304849262706,0.7781054641668528,2.1472962724896254,5.784820883352447,-0.022337008006103738,0.6600556642242207,2.0359318211220447,5.518570659313075,0.26338913320874224,0.6870088148206457
savgol_q_w15_p3,centered_ma21,s5_freestyle3,21222,11.007240236778598,23.713548358439656,0.2953529574906025,0.2957092182811899,8.482371373510507,11.007240236778598,39.570668298804485,28.07168849140628,5.4408658797026215,23.268759585773203,0.030697924208316015,0.355997831153398,5.3021679607765675,21.790172616171876,-0.0785875519356003,0.24897269492144228,5.499998572082047,25.898848081354686,0.14998318919066642,0.21776263658204478
savgol_q_w15_p3,centered_ma21,s5_rom3,34386,0.7346558726631334,0.5930813504016017,0.994716420781886,0.9946643869040189,0.26006319767452174,0.7346558726631334,0.7179952739009724,1.909248179372601,0.3177449676343305,0.5595558852114754,0.029105373257020693,0.9967919895968733,0.33565084029937015,0.5848892693774729,-0.09681447781252861,0.9905696602613892,0.43037513204483424,0.6324857456693,0.26974082542876127,0.9897709135592178
savgol_q_w15_p3,centered_ma21,s5_walking2,22272,3.2282019892092175,5.696244345237072,0.7373905742786182,0.7373905694474461,2.042929641733966,3.2282019892092175,9.323106287005508,6.691640367174588,1.6148150330814806,5.02759511757873,-0.03471523588718719,0.8312685310484289,1.6256602598975782,6.85071223885039,-0.011064723940705136,0.4902826786974234,1.6081493569468097,5.013245263908395,0.03907706652775828,0.6818885120918013
savgol_q_w15_p3,lowpass_5hz,s5_freestyle1,18288,2.944065856788978,5.416646396436716,0.7776245759367265,0.7778224099342572,1.5205769222170553,2.944065856788978,8.908010483995962,8.23529086769116,1.438164138643741,5.5638725005017164,0.17190783476138802,0.8069832366093793,1.4797480931609874,5.434176542655174,-0.02218562701843132,0.7071233985514533,1.489380035719119,5.24721094044347,0.26275053242826846,0.7223757212675571
savgol_q_w15_p3,lowpass_5hz,s5_freestyle3,21222,8.86947323614075,23.54707548260542,0.31611902372652406,0.3164518871594996,7.011637125739781,8.86947323614075,39.808626400115024,27.021858236415277,4.215003889710237,23.05834071872758,0.03038231163284186,0.377230771214184,4.335274564623621,21.623929461918518,-0.07845860439311418,0.27583044693353037,4.580900162872116,25.770387837120218,0.1495797925201295,0.23841629409650758
