comparison,input,target,dataset,split,sequence_name,sensor,valid_frames,mse,rmse,mae,l2,corr,cosine,mag_mae,axis_mae_x,axis_mae_y,axis_mae_z,energy_a,energy_b,root_abs_mean_aM_rel,leakage_raw_corr,leakage_rel_corr
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,HumanEva/S1/Box_1_poses::original,left_lower_leg,1370,5.30792236328125,2.3038928508758545,1.3493046760559082,2.760749578475952,0.20010420680046082,0.1660541594028473,2.1056199073791504,1.4619389772415161,0.7803269028663635,1.8056479692459106,0.8073577284812927,2.8498473167419434,0.0,0.7360973358154297,0.7458612322807312
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,HumanEva/S1/Box_1_poses::original,right_lower_leg,1370,4.101280689239502,2.0251619815826416,1.2280266284942627,2.569460391998291,0.15796145796775818,0.11830458045005798,1.9376872777938843,1.4442113637924194,0.5371324419975281,1.7027361392974854,0.6914843320846558,2.5850419998168945,0.0,0.7360973358154297,0.7458612322807312
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,HumanEva/S1/Box_1_poses::original,head,1370,4.791291236877441,2.188901901245117,1.4004677534103394,2.850421905517578,0.29549381136894226,0.2668631970882416,2.094893455505371,1.582756519317627,0.8818120360374451,1.7368345260620117,1.0158194303512573,3.0498063564300537,0.0,0.7360973358154297,0.7458612322807312
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,HumanEva/S1/Box_1_poses::original,pelvis,1370,1.096121072769165,1.0469579696655273,0.7094415426254272,1.4038811922073364,0.22094793617725372,0.18889668583869934,0.7670255303382874,0.6684280633926392,0.5606362819671631,0.8992601037025452,0.8402000069618225,1.3252547979354858,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,overall,1370,8.662469863891602,2.9432075023651123,1.5965971946716309,3.261855125427246,0.7458612322807312,0.32352861762046814,2.291966199874878,1.6437383890151978,1.1737651824951172,1.9722875356674194,2.3196499347686768,4.395434856414795,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,left_forearm,1370,21.236385345458984,4.608295440673828,3.0305144786834717,6.175301551818848,0.7689375281333923,0.48760515451431274,4.412387847900391,3.1158437728881836,2.641169548034668,3.3345296382904053,4.952090263366699,8.9451265335083,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,right_forearm,1370,17.343948364257812,4.16460657119751,2.600398063659668,5.267838478088379,0.813433825969696,0.5271825790405273,3.5585217475891113,2.5153868198394775,2.1735076904296875,3.1122989654541016,5.40047025680542,8.488499641418457,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,left_lower_leg,1370,4.844913005828857,2.2011163234710693,1.3093994855880737,2.7062034606933594,0.3216012716293335,0.3085736036300659,1.9440147876739502,1.3805525302886963,0.6915597915649414,1.856086015701294,1.163494348526001,2.966444730758667,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,right_lower_leg,1370,3.772892475128174,1.9423935413360596,1.2084605693817139,2.523191213607788,0.3031034767627716,0.26781848073005676,1.8157167434692383,1.3485316038131714,0.5655109286308289,1.7113391160964966,0.9928088188171387,2.6887738704681396,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,head,1370,4.776678562164307,2.185561418533325,1.4308100938796997,2.8985958099365234,0.4096328318119049,0.34999191761016846,2.0211565494537354,1.5021159648895264,0.9708426594734192,1.8194713592529297,1.4090362787246704,3.283762216567993,0.0,0.7360973358154297,0.7458612322807312
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,HumanEva/S1/Box_1_poses::original,pelvis,1370,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7360973358154297,0.7458612322807312
raw absolute,aM,FK absolute zero-trans,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,overall,1370,2.800222158432007,1.6733864545822144,0.9594873785972595,1.9291577339172363,0.9204047322273254,0.7226037979125977,1.0036925077438354,0.9382570385932922,0.808768630027771,1.1314363479614258,4.264255523681641,4.549102783203125,0.0,0.718390941619873,0.7350440621376038
raw absolute,aM,FK absolute zero-trans,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,left_forearm,1370,2.8002333641052246,1.6733897924423218,0.9594941139221191,1.9291683435440063,0.9662715196609497,0.9024592041969299,0.972953736782074,0.9382616281509399,0.8087790608406067,1.1314414739608765,7.924473762512207,8.32802963256836,0.0,0.718390941619873,0.7350440621376038
raw absolute,aM,FK absolute zero-trans,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,right_forearm,1370,2.800222158432007,1.6733864545822144,0.9594851732254028,1.9291541576385498,0.9713676571846008,0.8838790655136108,1.0223510265350342,0.9382587671279907,0.8087620735168457,1.1314345598220825,8.050262451171875,8.44937515258789,0.0,0.718390941619873,0.7350440621376038
