comparison,input,target,dataset,split,sequence_name,sensor,valid_frames,mse,rmse,mae,l2,corr,cosine,mag_mae,axis_mae_x,axis_mae_y,axis_mae_z,energy_a,energy_b,root_abs_mean_aM_rel,leakage_raw_corr,leakage_rel_corr
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,left_lower_leg,212,0.4381342828273773,0.6619171500205994,0.5130000710487366,1.0402493476867676,0.014984708279371262,0.048546697944402695,0.9495238661766052,0.6252979636192322,0.3256048560142517,0.5880973935127258,1.040195345878601,0.09143942594528198,0.0,0.8318004012107849,0.8057961463928223
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,right_lower_leg,212,0.41183677315711975,0.6417450904846191,0.4976417124271393,1.0165083408355713,0.0792081207036972,0.07967039197683334,0.9287484884262085,0.5824902057647705,0.3198646008968353,0.5905702114105225,1.0214108228683472,0.09326308965682983,0.0,0.8318004012107849,0.8057961463928223
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,head,212,0.4095287322998047,0.639944314956665,0.5008450150489807,1.015757441520691,0.18490482866764069,0.18532325327396393,0.8325880765914917,0.5465593934059143,0.35862085223197937,0.5973548293113708,1.0344902276992798,0.20478442311286926,0.0,0.8318004012107849,0.8057961463928223
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,pelvis,212,0.4298834502696991,0.6556549668312073,0.5026962757110596,1.029839038848877,0.02743205428123474,0.00292728072963655,0.9683749079704285,0.609812319278717,0.33324629068374634,0.5650304555892944,1.0289360284805298,0.06107603386044502,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,overall,212,0.054053232073783875,0.23249350488185883,0.16454152762889862,0.3442654013633728,0.8345670700073242,0.2760711908340454,0.21331582963466644,0.19286684691905975,0.0926741436123848,0.20808355510234833,0.4679795801639557,0.3628441095352173,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,left_forearm,212,0.09074152261018753,0.30123332142829895,0.23041757941246033,0.46255096793174744,0.9169755578041077,0.8323116898536682,0.2590179741382599,0.221157506108284,0.20395611226558685,0.26613909006118774,0.956432580947876,1.1026394367218018,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,right_forearm,212,0.06946263462305069,0.26355764269828796,0.17362622916698456,0.3680771291255951,0.9197196960449219,0.5058756470680237,0.19310258328914642,0.19230428338050842,0.10619886964559555,0.2223755419254303,0.6449086666107178,0.6238622665405273,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,left_lower_leg,212,0.06121859326958656,0.24742391705513,0.17515674233436584,0.3762401044368744,-0.14051847159862518,-0.10148614645004272,0.26623043417930603,0.20071524381637573,0.06673963367938995,0.25801539421081543,0.3538680970668793,0.09143942594528198,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,right_lower_leg,212,0.026086894795298576,0.16151438653469086,0.11990723758935928,0.2507585883140564,0.08110268414020538,0.07230369746685028,0.15639330446720123,0.1726144254207611,0.059846531599760056,0.1272607445716858,0.23761844635009766,0.09326308965682983,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,head,212,0.03868923336267471,0.19669578969478607,0.1486174762248993,0.3117630183696747,0.40385138988494873,0.35516881942749023,0.17316721379756927,0.20278708636760712,0.05931547284126282,0.18374983966350555,0.32520419359207153,0.20478442311286926,0.0,0.8318004012107849,0.8057961463928223
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,pelvis,212,0.038120515644550323,0.19524475932121277,0.13952384889125824,0.2962026298046112,0.014035608619451523,-0.007746637798845768,0.2319835126399994,0.16762255132198334,0.05998827517032623,0.19096070528030396,0.28984561562538147,0.06107603386044502,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,overall,212,0.07159310579299927,0.2675688862800598,0.17704233527183533,0.37290871143341064,0.8057961463928223,0.27608123421669006,0.23016279935836792,0.21390745043754578,0.08691950142383575,0.23030008375644684,0.5103299617767334,0.3681250214576721,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,left_forearm,212,0.12573474645614624,0.3545909523963928,0.27286311984062195,0.5449623465538025,0.8874867558479309,0.7841770052909851,0.274288147687912,0.2872222065925598,0.21215283870697021,0.3192142844200134,1.077070951461792,1.1070997714996338,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,right_forearm,212,0.09436428546905518,0.3071877062320709,0.21337544918060303,0.4550330638885498,0.8902952075004578,0.45813411474227905,0.2585602104663849,0.2588992714881897,0.10682979971170425,0.27439725399017334,0.7521669864654541,0.6402081251144409,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,left_lower_leg,212,0.07614990323781967,0.2759527266025543,0.20420408248901367,0.4343778192996979,-0.013706596568226814,-0.06381484121084213,0.3044830858707428,0.24055054783821106,0.07803747057914734,0.2940242290496826,0.41543006896972656,0.11680032312870026,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,right_lower_leg,212,0.06393826007843018,0.2528601586818695,0.18319962918758392,0.39780810475349426,0.21196211874485016,0.1554332971572876,0.28875187039375305,0.23772002756595612,0.06227688863873482,0.2496020346879959,0.4022834300994873,0.12315573543310165,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,head,212,0.06937140971422195,0.26338452100753784,0.18861177563667297,0.40527087450027466,0.34520387649536133,0.32255783677101135,0.25489354133605957,0.2590526044368744,0.06222005933523178,0.24456268548965454,0.4150284230709076,0.22148609161376953,0.0,0.8318004012107849,0.8057961463928223
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::original,pelvis,212,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8318004012107849,0.8057961463928223
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,overall,212,0.0058256834745407104,0.0763261616230011,0.05471457913517952,0.11096091568470001,0.9845181703567505,0.6219924092292786,0.0591641329228878,0.05489734560251236,0.038409821689128876,0.07083655148744583,0.3834910988807678,0.377302348613739,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,left_forearm,212,0.005826313514262438,0.0763302892446518,0.054714106023311615,0.1109667718410492,0.9950501322746277,0.9862027168273926,0.05418337509036064,0.054896336048841476,0.03840012475848198,0.07084587216377258,1.0921683311462402,1.113743782043457,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,right_forearm,212,0.005824226886034012,0.07631662487983704,0.05470588430762291,0.11094962060451508,0.994513213634491,0.8939036130905151,0.05836161598563194,0.05489381402730942,0.03839683532714844,0.07082701474428177,0.6640774607658386,0.6818163394927979,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,left_lower_leg,212,0.005825531668961048,0.07632517069578171,0.05470939353108406,0.11095181852579117,0.29576781392097473,0.2333875298500061,0.041997794061899185,0.05490190535783768,0.038397591561079025,0.07082866132259369,0.09664437174797058,0.09650710225105286,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,right_lower_leg,212,0.005825393833220005,0.07632426917552948,0.05471961200237274,0.11096269637346268,0.4391338527202606,0.3217710852622986,0.05499298498034477,0.054897163063287735,0.03841834142804146,0.07084333896636963,0.11043374240398407,0.09349468350410461,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,head,212,0.00582738546654582,0.0763373151421547,0.05472317710518837,0.11098147183656693,0.841838002204895,0.7883928418159485,0.06934750080108643,0.054895613342523575,0.03843757510185242,0.07083634287118912,0.2004590779542923,0.20902012288570404,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,pelvis,212,0.00582524761557579,0.07632330805063248,0.05471527576446533,0.11095317453145981,0.5858768820762634,0.508296549320221,0.07610151171684265,0.05489925295114517,0.03840847685933113,0.0708380863070488,0.13716356456279755,0.06923215091228485,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,overall,212,0.015910103917121887,0.12613525986671448,0.07969941198825836,0.1642644703388214,0.960256814956665,0.4313831329345703,0.10001493245363235,0.0838366225361824,0.059466324746608734,0.09579531848430634,0.31307679414749146,0.377302348613739,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,left_forearm,212,0.048590466380119324,0.22043246030807495,0.16133247315883636,0.32934126257896423,0.961974024772644,0.9186953902244568,0.21728570759296417,0.13884437084197998,0.16808944940567017,0.17706359922885895,0.9601229429244995,1.113743782043457,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,right_forearm,212,0.02485247701406479,0.15764668583869934,0.101319320499897,0.2085009515285492,0.9782377481460571,0.7424413561820984,0.13148526847362518,0.09387443959712982,0.08770375698804855,0.12237975001335144,0.5822694301605225,0.6818163394927979,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,left_lower_leg,212,0.005809488706290722,0.07621999830007553,0.0550919845700264,0.11656713485717773,-0.05636468902230263,-0.09896253794431686,0.05265391245484352,0.07628857344388962,0.023568857461214066,0.0654185339808464,0.05566558614373207,0.09650710225105286,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,right_lower_leg,212,0.004666351713240147,0.0683107003569603,0.04939884692430496,0.10438627749681473,0.2044990509748459,0.029966095462441444,0.05156321078538895,0.06839610636234283,0.0215121041983366,0.058288320899009705,0.05863509699702263,0.09349468350410461,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,head,212,0.007456103339791298,0.08634872734546661,0.06444523483514786,0.13339781761169434,0.7858627438545227,0.7296953201293945,0.09575173258781433,0.07706685364246368,0.028402850031852722,0.08786599338054657,0.1356436312198639,0.20902012288570404,0.0,0.9550849795341492,0.9669294953346252
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,pelvis,212,0.004085749387741089,0.06391986459493637,0.04660866782069206,0.09339340031147003,0.3395642042160034,0.2664632201194763,0.05134977772831917,0.04854939132928848,0.02752089872956276,0.06375570595264435,0.08612380921840668,0.06923215091228485,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,overall,212,0.013511763885617256,0.11624011397361755,0.06647850573062897,0.13688905537128448,0.9669294953346252,0.5857668519020081,0.09311560541391373,0.0713883712887764,0.05270860716700554,0.07533855736255646,0.31595227122306824,0.38583651185035706,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,left_forearm,212,0.043891873210668564,0.2095038741827011,0.15021732449531555,0.3069012761116028,0.9655749201774597,0.9345864057540894,0.2019275426864624,0.12668095529079437,0.16975872218608856,0.15421226620674133,0.9924022555351257,1.1238269805908203,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,right_forearm,212,0.02092723362147808,0.14466248452663422,0.09491697698831558,0.19273002445697784,0.9811508655548096,0.7898106575012207,0.1258385330438614,0.08646731823682785,0.08427286893129349,0.114010751247406,0.6128303408622742,0.699189305305481,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,left_lower_leg,212,0.004863277077674866,0.06973720341920853,0.04850670322775841,0.10071972012519836,0.5461788773536682,0.48269742727279663,0.06931174546480179,0.06981094181537628,0.025062402710318565,0.05064677447080612,0.0592849925160408,0.12565888464450836,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,right_lower_leg,212,0.005195335950702429,0.07207868248224258,0.04720092937350273,0.09938251972198486,0.6668867468833923,0.5537670254707336,0.0726252868771553,0.07725697755813599,0.016125502064824104,0.048220306634902954,0.07419643551111221,0.13524501025676727,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,head,212,0.0061928583309054375,0.07869471609592438,0.05802914500236511,0.12160074710845947,0.8749935030937195,0.7537400722503662,0.0889904722571373,0.06811405718326569,0.021032145246863365,0.08494121581315994,0.1569996178150177,0.2310989648103714,0.0,0.9550849795341492,0.9669294953346252
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_03_poses::offset_aug_overlay,pelvis,212,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9550849795341492,0.9669294953346252
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,overall,199,0.43206509947776794,0.6573165655136108,0.5151805877685547,1.0459285974502563,0.5759356617927551,0.20663601160049438,0.8408121466636658,0.603308379650116,0.3415752351284027,0.6006582975387573,1.1908193826675415,0.3845915198326111,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,left_forearm,199,0.4806341826915741,0.6932778358459473,0.5483725070953369,1.1132735013961792,0.7354981303215027,0.6476627588272095,0.6661517024040222,0.6346691846847534,0.3528091609477997,0.6576393246650696,1.618653416633606,1.0924396514892578,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,right_forearm,199,0.4104825258255005,0.6406890749931335,0.487161248922348,1.0055952072143555,0.7972594499588013,0.3793197572231293,0.7017955183982849,0.5755805373191833,0.30603331327438354,0.5798700451850891,1.3606904745101929,0.7158743143081665,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,left_lower_leg,199,0.4326227605342865,0.6577406525611877,0.5248088836669922,1.0566682815551758,0.0250284094363451,-0.01148185320198536,0.945824384689331,0.6153362989425659,0.33169296383857727,0.6273975372314453,1.0525559186935425,0.10710546374320984,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,right_lower_leg,199,0.4042190611362457,0.6357822418212891,0.5008474588394165,1.0128134489059448,0.09370855242013931,0.06915736943483353,0.918664276599884,0.5778375267982483,0.3566054105758667,0.5680993795394897,1.0167231559753418,0.09805890172719955,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,head,199,0.429063081741333,0.6550290584564209,0.516772985458374,1.0377576351165771,0.14607784152030945,0.06971985846757889,0.8278765678405762,0.6377391219139099,0.3511209189891815,0.5614590644836426,1.0371524095535278,0.21948987245559692,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,pelvis,199,0.43536892533302307,0.6598249077796936,0.5131204724311829,1.0494635105133057,0.10710705071687698,0.08543811738491058,0.9845602512359619,0.578687310218811,0.35118964314460754,0.6094843149185181,1.0591410398483276,0.0745808556675911,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,overall,199,0.07663433253765106,0.2768290638923645,0.17930327355861664,0.3717447817325592,0.8124867081642151,0.2929861843585968,0.2304191142320633,0.21556194126605988,0.10422641038894653,0.2181214690208435,0.5031883716583252,0.3845915198326111,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,left_forearm,199,0.10611709207296371,0.3257561922073364,0.23483702540397644,0.4703291654586792,0.8946854472160339,0.8866588473320007,0.26831287145614624,0.2693440318107605,0.21352969110012054,0.22163738310337067,1.0305479764938354,1.0924396514892578,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,right_forearm,199,0.16963522136211395,0.41186797618865967,0.22999808192253113,0.4622442424297333,0.8744654655456543,0.525145947933197,0.25928252935409546,0.23515017330646515,0.15572144091129303,0.2991226613521576,0.7289522886276245,0.7158743143081665,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,left_lower_leg,199,0.059930652379989624,0.2448073774576187,0.17572715878486633,0.37654218077659607,0.0019482345087453723,-0.015281531028449535,0.25861817598342896,0.22879363596439362,0.0602269247174263,0.2381608486175537,0.35704201459884644,0.10710546374320984,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,right_lower_leg,199,0.034709636121988297,0.1863052248954773,0.13193099200725555,0.27709290385246277,-0.08588124066591263,-0.017716705799102783,0.17002670466899872,0.1841980367898941,0.06277593970298767,0.1488189846277237,0.25339943170547485,0.09805890172719955,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,head,199,0.04448041692376137,0.2109038084745407,0.1518646627664566,0.32402628660202026,0.386080265045166,0.24372100830078125,0.16979633271694183,0.193811297416687,0.05765482783317566,0.20412787795066833,0.32581329345703125,0.21948987245559692,0.0,0.8070791363716125,0.7798302173614502
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,pelvis,199,0.0449330136179924,0.21197408437728882,0.15146182477474213,0.3202339708805084,0.14377157390117645,0.1353895366191864,0.25647813081741333,0.18207454681396484,0.07544966042041779,0.19686122238636017,0.3233751356601715,0.0745808556675911,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,overall,199,0.10107061266899109,0.31791603565216064,0.1978880912065506,0.4135349988937378,0.7798302173614502,0.29488348960876465,0.26742222905158997,0.23282736539840698,0.10206980258226395,0.25876715779304504,0.5647337436676025,0.38335201144218445,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,left_forearm,199,0.13505715131759644,0.36750122904777527,0.2730609178543091,0.5466195940971375,0.8698568344116211,0.8472815752029419,0.30035409331321716,0.3066215217113495,0.21253833174705505,0.3000229299068451,1.145263433456421,1.0852917432785034,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,right_forearm,199,0.21196316182613373,0.46039456129074097,0.2857673466205597,0.5943848490715027,0.8497628569602966,0.5036963820457458,0.37043502926826477,0.29832759499549866,0.15191785991191864,0.4070564806461334,0.8926876187324524,0.722931981086731,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,left_lower_leg,199,0.10172373801469803,0.318941593170166,0.22680288553237915,0.4879988729953766,0.11229243129491806,0.032415732741355896,0.35661986470222473,0.2553357779979706,0.08313001692295074,0.3419428765773773,0.4813193380832672,0.14097851514816284,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,right_lower_leg,199,0.06035444512963295,0.24567142128944397,0.17659153044223785,0.37201863527297974,0.09503793716430664,0.02688087709248066,0.2511259913444519,0.23161688446998596,0.08749634772539139,0.21066135168075562,0.35496944189071655,0.1293506771326065,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,head,199,0.09732519090175629,0.3119698464870453,0.22510598599910736,0.48018792271614075,0.37973856925964355,0.3590262234210968,0.3259984254837036,0.30506250262260437,0.07733626663684845,0.29291924834251404,0.514162540435791,0.22155915200710297,0.0,0.8070791363716125,0.7798302173614502
v2 relative (NEW),aM_rel,aGT_rel,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::original,pelvis,199,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8070791363716125,0.7798302173614502
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,overall,199,0.006566439755260944,0.08103357255458832,0.05802140012383461,0.11829672753810883,0.9845008850097656,0.6427696943283081,0.06408896297216415,0.0690242350101471,0.03844213858246803,0.0665978267788887,0.3934614360332489,0.38898271322250366,0.0,0.9132729172706604,0.926862359046936
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,left_forearm,199,0.006566058844327927,0.08103121817111969,0.058025259524583817,0.11829564720392227,0.9939019083976746,0.991693377494812,0.06013234332203865,0.0690261721611023,0.038453709334135056,0.0665958821773529,1.070582628250122,1.092330813407898,0.0,0.9132729172706604,0.926862359046936
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,right_forearm,199,0.006567044649273157,0.08103730529546738,0.058019015938043594,0.11830118298530579,0.9957262277603149,0.9533730745315552,0.06570243090391159,0.06902739405632019,0.038424596190452576,0.06660504639148712,0.6979933977127075,0.7174050211906433,0.0,0.9132729172706604,0.926862359046936
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,left_lower_leg,199,0.006566021125763655,0.08103098720312119,0.05802439525723457,0.11829550564289093,0.42461028695106506,0.416079044342041,0.06039341166615486,0.0690276250243187,0.03845290467143059,0.06659264117479324,0.11264761537313461,0.1079268530011177,0.0,0.9132729172706604,0.926862359046936
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,right_lower_leg,199,0.006566587369889021,0.08103448152542114,0.05802801251411438,0.11830078810453415,0.42840906977653503,0.27256521582603455,0.05786089599132538,0.06902743875980377,0.03845398128032684,0.06660261750221252,0.11102592200040817,0.09896203875541687,0.0,0.9132729172706604,0.926862359046936
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,head,199,0.006566473748534918,0.08103378117084503,0.05801552161574364,0.11829141527414322,0.8778509497642517,0.8009693622589111,0.06822726130485535,0.06902166455984116,0.03842971846461296,0.0665951818227768,0.23262621462345123,0.24635568261146545,0.0,0.9132729172706604,0.926862359046936
raw absolute,aM,FK absolute zero-trans,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,pelvis,199,0.0065664504654705524,0.08103363960981369,0.05801621451973915,0.11829584091901779,0.4847544729709625,0.42193806171417236,0.07221746444702148,0.06901512295007706,0.038437940180301666,0.06659559160470963,0.1358928382396698,0.07091586291790009,0.0,0.9132729172706604,0.926862359046936
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,overall,199,0.03584691137075424,0.18933281302452087,0.09400545805692673,0.19016078114509583,0.9173321723937988,0.44381198287010193,0.11421582847833633,0.10140589624643326,0.07415607571601868,0.10645435750484467,0.31160473823547363,0.38898271322250366,0.0,0.9132729172706604,0.926862359046936
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,left_forearm,199,0.07100231200456619,0.2664625942707062,0.18249641358852386,0.3683815896511078,0.9380747675895691,0.9203665852546692,0.23134590685367584,0.1532583236694336,0.2087908387184143,0.18544013798236847,0.9015152454376221,1.092330813407898,0.0,0.9132729172706604,0.926862359046936
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,right_forearm,199,0.11337985843420029,0.33671924471855164,0.14204491674900055,0.27385637164115906,0.9219352006912231,0.8423632979393005,0.18830852210521698,0.12804685533046722,0.13097383081912994,0.16711406409740448,0.5918070673942566,0.7174050211906433,0.0,0.9132729172706604,0.926862359046936
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,left_lower_leg,199,0.0070293559692800045,0.08384125679731369,0.060646407306194305,0.1267782300710678,0.025495577603578568,-0.014896739274263382,0.064942367374897,0.09153393656015396,0.02552606351673603,0.06487923860549927,0.06216458976268768,0.1079268530011177,0.0,0.9132729172706604,0.926862359046936
zero-trans old,aM_smooth,FK zero-trans absolute,AMASS,train,KIT/1229/open_pants_left_arm_04_poses::offset_aug_overlay,right_lower_leg,199,0.0064739640802145,0.08046095073223114,0.05571438744664192,0.1164550706744194,0.015424110926687717,0.011466856114566326,0.05960983410477638,0.08111994713544846,0.02188095450401306,0.06414226442575455,0.05907521769404411,0.09896203875541687,0.0,0.9132729172706604,0.926862359046936
