comparison,dataset,split,sequence_name,sensor,valid_frames,num_sequences,mse,rmse,mae,l2,corr,cosine,mag_mae,axis_mae_x,axis_mae_y,axis_mae_z,axis_rmse_x,axis_rmse_y,axis_rmse_z,energy_imu,energy_gt
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,right_lower_leg,3104,1,2.5224198907380924e-07,0.0005022370023652911,0.0003443369350861758,0.0007362468168139458,1.0,0.999998927116394,0.0003513083211146295,0.0002316770696779713,0.00036124172038398683,0.00044009205885231495,0.0003421613364480436,0.00044900793000124395,0.0006618485786020756,3.712705612182617,3.7127106189727783
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,head,3104,1,3.649231246072304e-07,0.0006040886510163546,0.00042677755118347704,0.000916370889171958,0.9999998211860657,0.9999992251396179,0.0004246888274792582,0.0002361708611715585,0.0006008140626363456,0.000443347729742527,0.0003447628114372492,0.0007511505391448736,0.0006416236865334213,2.105665922164917,2.105665683746338
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,overall_leaf_only,3104,1,4.433633148437366e-05,0.006658553145825863,0.0003090990649070591,0.0006000190041959286,0.9999974966049194,0.9974226951599121,0.0005602234741672873,0.000327040848787874,0.0002927677414845675,0.00030748863355256617,0.0071778446435928345,0.006309558171778917,0.006455773953348398,3.0228934288024902,3.0223684310913086
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,left_forearm,3104,1,4.468147744773887e-05,0.006684420630335808,0.00033976483973674476,0.0006397126126103103,0.9999964237213135,0.9974226951599121,0.0005995199317112565,0.00036755597102455795,0.00026442145463079214,0.00038731712265871465,0.007442476227879524,0.004860850051045418,0.0074179586954414845,3.449730396270752,3.4491703510284424
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,right_forearm,3104,1,3.3542673918418586e-05,0.005791603587567806,0.0002753317530732602,0.0005429445300251245,0.9999986886978149,0.9974226951599121,0.0005019340896978974,0.00040538478060625494,0.00027900582063011825,0.00014160464343149215,0.008105454966425896,0.005525826942175627,0.002096393145620823,3.938508987426758,3.9380433559417725
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,left_lower_leg,3104,1,5.150249126018025e-05,0.007176523562520742,0.00032546368311159313,0.000640230136923492,0.9999970197677612,0.9974226951599121,0.0006050851661711931,0.00014710123650729656,0.00041100854286924005,0.00041828135726973414,0.0031296852976083755,0.008746028877794743,0.008259511552751064,3.222126007080078,3.221553325653076
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,right_lower_leg,3104,1,6.85377890476957e-05,0.008278755471110344,0.00036971885128878057,0.0007061576470732689,0.9999948740005493,0.9974226951599121,0.0006714403862133622,0.0004188353195786476,0.0003168163530062884,0.0003735049394890666,0.00944003276526928,0.007720147725194693,0.007543106097728014,2.9697115421295166,2.969073534011841
smooth_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_02_120_poses::offset_aug_overlay,head,3104,1,2.3417242118739523e-05,0.004839136730879545,0.0002352162846364081,0.0004710504726972431,0.9999901652336121,0.9974226951599121,0.0004231380589772016,0.00029632693622261286,0.00019258669635746628,0.0002167352067772299,0.006132643204182386,0.002965854248031974,0.004883248824626207,1.5343897342681885,1.5340033769607544
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,overall_leaf_only,2556,1,1.147476315498352,1.0712032318115234,0.8087540864944458,1.6387983560562134,0.9505776166915894,0.7359104752540588,0.8925298452377319,0.9182574152946472,0.610622227191925,0.8973826766014099,1.1859855651855469,0.8351773023605347,1.1568690538406372,4.291035175323486,3.7848141193389893
raw_leaf_relative,AMASS,train,MPI_HDM05/bk/HDM_bk_01-03_03_120_poses::original,left_forearm,2556,1,1.1895188093185425,1.0906506776809692,0.816029965877533,1.6565405130386353,0.9611109495162964,0.8387203812599182,0.8470409512519836,0.9349439740180969,0.6174014210700989,0.8957443833351135,1.2132961750030518,0.8504966497421265,1.1718038320541382,5.205273151397705,4.81060791015625
