mode,original_acc_rmse,refined_acc_rmse,delta_acc_rmse,fit_sensor_delta_acc_rmse,heldout_sensor_delta_acc_rmse,mean_pose_delta_deg,max_pose_delta_deg,lower_body_pose_delta_deg,mean_trans_delta,max_trans_delta,original_gyro_rmse,refined_gyro_rmse,delta_gyro_rmse,original_jerk,refined_jerk,delta_jerk,original_foot_sliding,refined_foot_sliding,delta_foot_sliding
A,2.0328090579541143,2.036210940294271,0.0034018823401567033,0.011376812837972095,-0.0011084008211743601,0.0,0.0,0.0,5.0125618145102635e-05,0.00010039725748356432,0.7849603774538757,0.7849603774538757,0.0,912.4995727539062,912.5003051757812,0.000732421875,0.019606582820415497,0.019776664674282074,0.00017008185386657715
