mode,sequence_id,sensor_name,original_acc_rmse,refined_acc_rmse,delta_acc_rmse
A,s5_freestyle1,left_lower_leg,1.2281576787881163,1.2377420578160094,0.009584379027893108
A,s5_freestyle1,right_lower_leg,4.303043520672418,4.2986652569795725,-0.00437826369284533
