mode,sequence_id,variant,qd_roughness,qdd_roughness,jerk,high_frequency_energy
A,s5_freestyle1,original,0.3096000850200653,21.492448806762695,912.4995727539062,1.0283608544037504
A,s5_freestyle1,refined,0.30960044264793396,21.492473602294922,912.5003051757812,1.0283609885820937
