mode,iterations,lr,acc_weight,pose_prior_label,pose_prior_weight,tran_prior_label,tran_prior_weight,jerk_weight,loss,fit_preset,fit_sensors,heldout_sensors,config_id,output_dir,command,returncode,signal_filter,original_fit_acc_rmse,refined_fit_acc_rmse,fit_delta,original_heldout_rmse,refined_heldout_rmse,heldout_delta,gyro_delta,jerk_delta,pose_mean_deg,pose_max_deg,trans_mean_m,trans_max_m,foot_sliding_delta,verdict,fail_reasons
A,2,0.0001,0.1,high,500.0,high,5000.0,1.0,huber,forearms_head,"left_forearm,right_forearm,head","left_lower_leg,right_lower_leg",0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high,code/outputs/totalcapture_pose_refinement_tuning_sweep_smoke/per_config_summary/0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high,"/miniconda3/bin/python /home/lingfeng/projects/GlobalposeMy/GlobalPose/code/tools/refine_totalcapture_pose_with_imu_acc_consistency.py --dataset /home/lingfeng/projects/GlobalposeMy/GlobalPose/data/dataset_work/TotalCapture_globalpose_official/test.pt --rjs-path /home/lingfeng/projects/GlobalposeMy/GlobalPose/code/outputs/totalcapture_accfit_rjs_synthesis_20260704_171103/rjs_accfit_global.pt --mode A --max-sequences 1 --max-frames 48 --iterations 2 --lr 0.0001 --robust-loss huber --lambda-acc 0.1 --lambda-pose 500.0 --lambda-tran 5000.0 --lambda-jerk 1.0 --fit-sensors left_forearm,right_forearm,head --output-dir code/outputs/totalcapture_pose_refinement_tuning_sweep_smoke/per_config_summary/0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high --device cpu --heldout-sensors left_lower_leg,right_lower_leg",0,raw,1.0909881424588026,1.1023649552967747,0.011376812837972095,3.1642182940472905,3.163109893226116,-0.0011084008211743601,0.0,0.000732421875,0.0,0.0,5.0125618145102635e-05,0.00010039725748356432,0.00017008185386657715,fail,fit_not_improved|jerk_regressed|foot_sliding_regressed
A,2,0.0001,0.1,high,500.0,high,5000.0,1.0,huber,forearms_head,"left_forearm,right_forearm,head","left_lower_leg,right_lower_leg",0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high,code/outputs/totalcapture_pose_refinement_tuning_sweep_smoke/per_config_summary/0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high,"/miniconda3/bin/python /home/lingfeng/projects/GlobalposeMy/GlobalPose/code/tools/refine_totalcapture_pose_with_imu_acc_consistency.py --dataset /home/lingfeng/projects/GlobalposeMy/GlobalPose/data/dataset_work/TotalCapture_globalpose_official/test.pt --rjs-path /home/lingfeng/projects/GlobalposeMy/GlobalPose/code/outputs/totalcapture_accfit_rjs_synthesis_20260704_171103/rjs_accfit_global.pt --mode A --max-sequences 1 --max-frames 48 --iterations 2 --lr 0.0001 --robust-loss huber --lambda-acc 0.1 --lambda-pose 500.0 --lambda-tran 5000.0 --lambda-jerk 1.0 --fit-sensors left_forearm,right_forearm,head --output-dir code/outputs/totalcapture_pose_refinement_tuning_sweep_smoke/per_config_summary/0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high --device cpu --heldout-sensors left_lower_leg,right_lower_leg",0,savgol9_p3,0.9177816859030218,0.918795708587778,0.001014022684756255,2.7204468126895214,2.721439675133965,0.0009928624444435208,0.0,0.000732421875,0.0,0.0,5.0125618145102635e-05,0.00010039725748356432,0.00017008185386657715,fail,fit_not_improved|heldout_regressed|jerk_regressed|foot_sliding_regressed
A,2,0.0001,0.1,high,500.0,high,5000.0,1.0,huber,forearms_head,"left_forearm,right_forearm,head","left_lower_leg,right_lower_leg",0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high,code/outputs/totalcapture_pose_refinement_tuning_sweep_smoke/per_config_summary/0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high,"/miniconda3/bin/python /home/lingfeng/projects/GlobalposeMy/GlobalPose/code/tools/refine_totalcapture_pose_with_imu_acc_consistency.py --dataset /home/lingfeng/projects/GlobalposeMy/GlobalPose/data/dataset_work/TotalCapture_globalpose_official/test.pt --rjs-path /home/lingfeng/projects/GlobalposeMy/GlobalPose/code/outputs/totalcapture_accfit_rjs_synthesis_20260704_171103/rjs_accfit_global.pt --mode A --max-sequences 1 --max-frames 48 --iterations 2 --lr 0.0001 --robust-loss huber --lambda-acc 0.1 --lambda-pose 500.0 --lambda-tran 5000.0 --lambda-jerk 1.0 --fit-sensors left_forearm,right_forearm,head --output-dir code/outputs/totalcapture_pose_refinement_tuning_sweep_smoke/per_config_summary/0000_A_forearms_head_it2_lr0.0001_acc0.1_huber_j1.0_high_high --device cpu --heldout-sensors left_lower_leg,right_lower_leg",0,savgol15_p3,0.8078287644235705,0.8091266557238344,0.0012978913002638093,2.2919636547454134,2.293045642626786,0.0010819878813723705,0.0,0.000732421875,0.0,0.0,5.0125618145102635e-05,0.00010039725748356432,0.00017008185386657715,fail,fit_not_improved|heldout_regressed|jerk_regressed|foot_sliding_regressed
