comparison_space,method,sequence_id,num_frames,mean_l2_error,rmse,pearson_correlation,cosine_similarity,magnitude_mae,residual_mean,residual_std,residual_p95,x_mae,x_rmse,x_bias,x_pearson_correlation,y_mae,y_rmse,y_bias,y_pearson_correlation,z_mae,z_rmse,z_bias,z_pearson_correlation
model_world_linear_acc,raw_fd,s5_freestyle1,15350,3.678643023598655,3.0232853718963084,0.764393012033462,0.7643320173043264,1.8313596351698678,3.678643023598655,3.7267075045803555,10.982498171172326,1.8139733865368104,2.8960607767764714,-0.1649485473139424,0.7222753718940299,1.668892840601334,3.0111109705483163,0.043288868840431934,0.7893923552518638,1.9895240890416725,3.157024868452422,0.298259192638172,0.7737647240964988
model_world_linear_acc,raw_fd,s5_freestyle3,17795,8.750150488264035,8.628815166401647,0.4098483434420433,0.40985126387950366,4.486065009639603,8.750150488264035,12.116279130182743,27.719622292810612,4.543987929331566,8.83295750755049,-0.049874400725547906,0.3223761724105966,3.81445579311425,7.785388197820868,0.03255154912007528,0.5170446146359454,4.707266405908625,9.205212969117452,0.03454643503348541,0.3863452088548737
model_world_linear_acc,raw_fd,s5_rom3,28765,1.5991784086913226,1.976807629725401,0.41462784441693157,0.41430683193597656,0.8335531753137073,1.5991784086913226,3.0275292949857913,4.221360999968434,0.8027714669894652,1.3527353254788241,-0.0030059090729361872,0.4326601098915085,0.559779468677613,2.048126725172842,0.0042154222700920355,0.4736789046542714,0.9731973093021813,2.3871718144398706,0.1538870398046482,0.3577782246364313
model_world_linear_acc,raw_fd,s5_walking2,18670,4.25008877325524,4.095095230267602,0.5786719733252198,0.5786810080871583,2.2121524853122794,4.25008877325524,5.678570264981421,11.643255624779162,2.2927668193217525,4.202413683514816,-0.04079352489103432,0.6152275754006215,1.7169586533011123,3.0320330716922306,0.04046686471434411,0.6354288978434788,2.3219548883060233,4.843130136559766,0.01855454692715828,0.5386682187739166
model_world_linear_acc,savgol15_p3_fd,s5_freestyle1,15350,3.436528503655481,2.9257868142765924,0.771914571004602,0.7718510733207984,1.8922488720229065,3.436528503655481,3.724373409225736,10.815946632446694,1.7252901344815519,2.891325280178424,-0.1639653139259266,0.704379702137864,1.5361346500902058,2.8062096236416285,0.042221405285650236,0.8213876818587224,1.8507157040039133,3.073452638347723,0.30051073169050563,0.7710849987408399
model_world_linear_acc,savgol15_p3_fd,s5_freestyle3,17795,7.093445122163309,6.66354077425069,0.5289121242508767,0.5289129841585524,3.9368878851525726,7.093445122163309,9.10446941063355,22.199095222522782,3.614609908355318,6.610982946477458,-0.04742638335384514,0.4538517875670004,3.200101041114918,6.470475254077066,0.02787443077017431,0.5949008057179141,3.7790581938003363,6.901896943454388,0.06487642388359596,0.5243610306341526
model_world_linear_acc,savgol15_p3_fd,s5_rom3,28765,0.9808555759668739,0.9479885929976788,0.7050922175299273,0.7045195551792414,0.5058723679764626,0.9808555759668739,1.3168027401459372,3.123873651415998,0.46866867097963005,0.8625381208059614,-0.0032861884326414867,0.6037248432548749,0.36380584619440076,0.8764619968595312,0.000787242321764078,0.7874212551137539,0.6010074088227554,1.0880668525319024,0.1601861429813386,0.6791560101063521
model_world_linear_acc,savgol15_p3_fd,s5_walking2,18670,3.191588507677603,2.83177573406057,0.7312780655014675,0.7312765571361249,1.7869493810847215,3.191588507677603,3.72432869410087,9.585445032718095,1.641191300916489,2.720035910584436,-0.022207515257354336,0.7816400477454213,1.5220720971272046,3.0515321863085934,0.04139901887776103,0.6079938765669857,1.6294115822649016,2.7104275281026493,0.035478999347230956,0.7693802302124235
model_world_linear_acc,savgol9_p3_fd,s5_freestyle1,15350,3.396449665651564,2.88103510078185,0.7805712526824732,0.7805054098630275,1.7721875339592317,3.396449665651564,3.6558472922848724,10.691592474410392,1.6739750584036548,2.7595926946168245,-0.1628154484564833,0.7365196959988298,1.548836140513226,2.867808799979505,0.04251336662505271,0.8097879055142244,1.8242335525875857,3.0102177001653585,0.30029361629670526,0.784340188981784
model_world_linear_acc,savgol9_p3_fd,s5_freestyle3,17795,7.496019961882285,7.0994502578296865,0.49408653526509216,0.4940886361818642,3.8855924353395066,7.496019961882285,9.7476287691549,23.94607796103964,3.8359154853488318,7.090212891888047,-0.047770755566147884,0.4181614049117263,3.384495401798833,6.880695188735809,0.028524079677068173,0.5583489581916014,3.984218484211329,7.320621336854299,0.051661078809716286,0.4927583090208115
