comparison_space,method,num_frames,mean_l2_error,rmse,pearson_correlation,cosine_similarity,magnitude_mae,residual_mean,residual_std,residual_p95,x_mae,x_rmse,x_bias,x_pearson_correlation,y_mae,y_rmse,y_bias,y_pearson_correlation,z_mae,z_rmse,z_bias,z_pearson_correlation
model_world_linear_acc,raw_fd,80580,4.18870219252394,4.843998047724621,0.4951647511665351,0.49516018508764004,2.149651789961197,4.18870219252394,7.2696440904232,14.03670030971442,2.1668209785366637,4.855166530896229,-0.05296047712061008,0.44769814527563145,1.757922814784585,4.328976374876238,0.026315611058679224,0.5716836103353495,2.3039205612643876,5.299082256590123,0.1236784128757454,0.4733494278897505
model_world_linear_acc,savgol15_p3_fd,80580,3.3107450553615743,3.689875608299526,0.6202290134390965,0.6202135704554075,1.824481306919041,3.3107450553615743,5.466672954601388,11.986572328449567,1.6744537452508639,3.6364762360438796,-0.04802632887396854,0.5792471610154629,1.4818494182758932,3.6300974306754283,0.024071590649333896,0.6511859216285556,1.7791749686126745,3.800523548494757,0.13697521736322732,0.6263203769389407
model_world_linear_acc,savgol9_p3_fd,80580,3.4256556049187483,3.8560796858235724,0.5992138327136237,0.5992029832721372,1.7776155344050006,3.4256556049187483,5.733492417955432,12.291720530977365,1.736539494667553,3.8203323627488865,-0.049331796063938,0.5574388970315675,1.519018605922562,3.7668167939446993,0.02405716855271719,0.6308064779898228,1.8503727187012053,3.977964744596582,0.13176222055947512,0.6052726088903909
sensor_specific_force,raw_fd,80580,4.188702136667191,4.843998091316627,0.7872031260930326,0.7873903946842921,1.8846057187812226,4.188702136667191,7.26964420974762,14.036700878353217,1.8359216992780587,4.30217166621524,0.40698713394079233,0.8819502348033276,2.424291791602221,5.6670914604205995,-0.18302479648339257,0.43659389990624264,1.9496336273493524,4.446160800025128,0.6483833429342543,0.7625563561757203
sensor_specific_force,savgol15_p3_fd,80580,3.310744814575221,3.6898754060039702,0.8643664770263503,0.864460328892056,1.559028768102993,3.310744814575221,5.466672690793018,11.986569091923181,1.5643208825569106,3.9000768324887822,0.4103839641889873,0.9011022294720574,1.8107042019460255,3.7331037552069275,-0.17140448628752583,0.6415038901546843,1.5490303063262911,3.420362347623873,0.644636349920441,0.8423429381868374
sensor_specific_force,savgol9_p3_fd,80580,3.4256554105307715,3.8560795491123043,0.8532145784038995,0.8532958439317319,1.5602619471170849,3.4256554105307715,5.7334922582617756,12.29172042509447,1.5785234079059982,3.898375912939782,0.40907335338304246,0.9013267316100302,1.9213159997085718,4.127855264486169,-0.17948133848258735,0.5900670263050626,1.5906804807862622,3.5173178167619703,0.6514141738649293,0.8354126283438161
