group,mahalanobis,max_abs_z,ref,sequence_index_in_group
AMASS/all,17.294062553437644,,TotalCapture_train,599
ALL/all,17.294062553437644,,TotalCapture_train,599
AMASS/train,17.293001753869643,,TotalCapture_train,1034
AMASS/all,17.293001753869643,,TotalCapture_train,1034
ALL/all,17.293001753869643,,TotalCapture_train,1034
AMASS/train,17.287816998954895,,DIP_train,611
AMASS/all,17.287816998954895,,DIP_train,611
ALL/all,17.287816998954895,,DIP_train,611
AMASS/train,17.287136265672338,,TotalCapture_train,1068
AMASS/all,17.287136265672338,,TotalCapture_train,1068
ALL/all,17.287136265672338,,TotalCapture_train,1068
AMASS/train,17.287069065989012,,TotalCapture_train,292
AMASS/all,17.287069065989012,,TotalCapture_train,292
ALL/all,17.287069065989012,,TotalCapture_train,292
AMASS/train,17.284607399138906,,TotalCapture_train,42
AMASS/all,17.284607399138906,,TotalCapture_train,42
ALL/all,17.284607399138906,,TotalCapture_train,42
AMASS/train,17.283246403998927,,TotalCapture_train,1284
AMASS/all,17.283246403998927,,TotalCapture_train,1284
ALL/all,17.283246403998927,,TotalCapture_train,1284
AMASS/train,17.281419389998742,,TotalCapture_train,1060
AMASS/all,17.281419389998742,,TotalCapture_train,1060
ALL/all,17.281419389998742,,TotalCapture_train,1060
AMASS/train,17.28133447915633,,TotalCapture_train,148
AMASS/all,17.28133447915633,,TotalCapture_train,148
ALL/all,17.28133447915633,,TotalCapture_train,148
AMASS/train,17.27855816353904,,TotalCapture_train,690
AMASS/all,17.27855816353904,,TotalCapture_train,690
ALL/all,17.27855816353904,,TotalCapture_train,690
AMASS/train,17.278315169741404,,TotalCapture_train,1036
AMASS/all,17.278315169741404,,TotalCapture_train,1036
ALL/all,17.278315169741404,,TotalCapture_train,1036
AMASS/train,17.277976000496174,,DIP_train,195
AMASS/all,17.277976000496174,,DIP_train,195
ALL/all,17.277976000496174,,DIP_train,195
AMASS/train,17.27651285265834,,TotalCapture_train,949
AMASS/all,17.27651285265834,,TotalCapture_train,949
ALL/all,17.27651285265834,,TotalCapture_train,949
AMASS/train,17.274441318076462,,TotalCapture_train,78
AMASS/all,17.274441318076462,,TotalCapture_train,78
ALL/all,17.274441318076462,,TotalCapture_train,78
AMASS/train,17.272049211691698,,TotalCapture_train,326
AMASS/all,17.272049211691698,,TotalCapture_train,326
ALL/all,17.272049211691698,,TotalCapture_train,326
AMASS/train,17.271986154688996,,TotalCapture_train,260
AMASS/all,17.271986154688996,,TotalCapture_train,260
ALL/all,17.271986154688996,,TotalCapture_train,260
AMASS/train,17.26856114836626,,TotalCapture_train,82
AMASS/all,17.26856114836626,,TotalCapture_train,82
ALL/all,17.26856114836626,,TotalCapture_train,82
AMASS/train,17.268041447557096,,TotalCapture_train,176
AMASS/all,17.268041447557096,,TotalCapture_train,176
ALL/all,17.268041447557096,,TotalCapture_train,176
AMASS/train,17.267013272562533,,TotalCapture_train,84
AMASS/all,17.267013272562533,,TotalCapture_train,84
ALL/all,17.267013272562533,,TotalCapture_train,84
AMASS/train,17.266304159757578,,TotalCapture_train,160
AMASS/all,17.266304159757578,,TotalCapture_train,160
ALL/all,17.266304159757578,,TotalCapture_train,160
AMASS/train,17.26436201775193,,TotalCapture_train,174
AMASS/all,17.26436201775193,,TotalCapture_train,174
ALL/all,17.26436201775193,,TotalCapture_train,174
AMASS/train,17.26386594919348,,TotalCapture_train,1038
AMASS/all,17.26386594919348,,TotalCapture_train,1038
ALL/all,17.26386594919348,,TotalCapture_train,1038
AMASS/train,17.262301735859616,,DIP_train,607
AMASS/all,17.262301735859616,,DIP_train,607
ALL/all,17.262301735859616,,DIP_train,607
AMASS/train,17.259550063398034,,TotalCapture_train,110
AMASS/all,17.259550063398034,,TotalCapture_train,110
ALL/all,17.259550063398034,,TotalCapture_train,110
AMASS/train,17.258601375655733,,TotalCapture_train,172
AMASS/all,17.258601375655733,,TotalCapture_train,172
ALL/all,17.258601375655733,,TotalCapture_train,172
AMASS/train,17.25460845562798,,TotalCapture_train,1020
AMASS/all,17.25460845562798,,TotalCapture_train,1020
ALL/all,17.25460845562798,,TotalCapture_train,1020
AMASS/train,17.25441587664405,,TotalCapture_train,156
AMASS/all,17.25441587664405,,TotalCapture_train,156
ALL/all,17.25441587664405,,TotalCapture_train,156
AMASS/train,17.254247919722175,,TotalCapture_train,152
AMASS/all,17.254247919722175,,TotalCapture_train,152
ALL/all,17.254247919722175,,TotalCapture_train,152
AMASS/train,17.254113851545817,,TotalCapture_train,1128
AMASS/all,17.254113851545817,,TotalCapture_train,1128
ALL/all,17.254113851545817,,TotalCapture_train,1128
AMASS/train,17.25326617976147,,TotalCapture_train,154
AMASS/all,17.25326617976147,,TotalCapture_train,154
ALL/all,17.25326617976147,,TotalCapture_train,154
AMASS/train,17.246510030467153,,TotalCapture_train,68
AMASS/all,17.246510030467153,,TotalCapture_train,68
ALL/all,17.246510030467153,,TotalCapture_train,68
AMASS/train,17.24620475343616,,TotalCapture_train,158
AMASS/all,17.24620475343616,,TotalCapture_train,158
ALL/all,17.24620475343616,,TotalCapture_train,158
AMASS/train,17.246061972214854,,TotalCapture_train,86
AMASS/all,17.246061972214854,,TotalCapture_train,86
ALL/all,17.246061972214854,,TotalCapture_train,86
AMASS/train,17.24604909697311,,TotalCapture_train,20
AMASS/all,17.24604909697311,,TotalCapture_train,20
ALL/all,17.24604909697311,,TotalCapture_train,20
AMASS/train,17.244363714956407,,DIP_train,17
AMASS/all,17.244363714956407,,DIP_train,17
ALL/all,17.244363714956407,,DIP_train,17
AMASS/train,17.244360642057035,,TotalCapture_train,88
AMASS/all,17.244360642057035,,TotalCapture_train,88
ALL/all,17.244360642057035,,TotalCapture_train,88
AMASS/train,17.242264208576234,,TotalCapture_train,46
AMASS/all,17.242264208576234,,TotalCapture_train,46
ALL/all,17.242264208576234,,TotalCapture_train,46
AMASS/train,17.238729588724947,,TotalCapture_train,24
AMASS/all,17.238729588724947,,TotalCapture_train,24
ALL/all,17.238729588724947,,TotalCapture_train,24
AMASS/train,17.237245534189906,,TotalCapture_train,1006
AMASS/all,17.237245534189906,,TotalCapture_train,1006
ALL/all,17.237245534189906,,TotalCapture_train,1006
AMASS/train,17.235043416690583,,TotalCapture_train,1070
AMASS/all,17.235043416690583,,TotalCapture_train,1070
ALL/all,17.235043416690583,,TotalCapture_train,1070
AMASS/train,17.23301510442792,,TotalCapture_train,56
AMASS/all,17.23301510442792,,TotalCapture_train,56
ALL/all,17.23301510442792,,TotalCapture_train,56
AMASS/train,17.231734956995655,,TotalCapture_train,998
AMASS/all,17.231734956995655,,TotalCapture_train,998
ALL/all,17.231734956995655,,TotalCapture_train,998
AMASS/train,17.231726900123203,,TotalCapture_train,40
AMASS/all,17.231726900123203,,TotalCapture_train,40
ALL/all,17.231726900123203,,TotalCapture_train,40
AMASS/train,17.231678327404843,,TotalCapture_train,445
AMASS/all,17.231678327404843,,TotalCapture_train,445
ALL/all,17.231678327404843,,TotalCapture_train,445
AMASS/train,17.23100050953352,,TotalCapture_train,606
AMASS/all,17.23100050953352,,TotalCapture_train,606
ALL/all,17.23100050953352,,TotalCapture_train,606
AMASS/train,17.230547849943285,,TotalCapture_train,1166
AMASS/all,17.230547849943285,,TotalCapture_train,1166
ALL/all,17.230547849943285,,TotalCapture_train,1166
AMASS/train,17.22905621188246,,TotalCapture_train,714
AMASS/all,17.22905621188246,,TotalCapture_train,714
ALL/all,17.22905621188246,,TotalCapture_train,714
AMASS/train,17.22683711905154,,TotalCapture_train,1072
AMASS/all,17.22683711905154,,TotalCapture_train,1072
ALL/all,17.22683711905154,,TotalCapture_train,1072
AMASS/train,17.22617145241517,,TotalCapture_train,252
AMASS/all,17.22617145241517,,TotalCapture_train,252
ALL/all,17.22617145241517,,TotalCapture_train,252
AMASS/train,17.22413020499058,,TotalCapture_train,66
AMASS/all,17.22413020499058,,TotalCapture_train,66
ALL/all,17.22413020499058,,TotalCapture_train,66
AMASS/train,17.222406303393797,,TotalCapture_train,18
AMASS/all,17.222406303393797,,TotalCapture_train,18
ALL/all,17.222406303393797,,TotalCapture_train,18
AMASS/train,17.222155135743368,,TotalCapture_train,298
AMASS/all,17.222155135743368,,TotalCapture_train,298
ALL/all,17.222155135743368,,TotalCapture_train,298
AMASS/train,17.218211086540773,,TotalCapture_train,44
AMASS/all,17.218211086540773,,TotalCapture_train,44
ALL/all,17.218211086540773,,TotalCapture_train,44
AMASS/train,17.21780326625011,,TotalCapture_train,1080
AMASS/all,17.21780326625011,,TotalCapture_train,1080
ALL/all,17.21780326625011,,TotalCapture_train,1080
AMASS/train,17.216657420432057,,TotalCapture_train,590
AMASS/all,17.216657420432057,,TotalCapture_train,590
ALL/all,17.216657420432057,,TotalCapture_train,590
AMASS/train,17.215542505852138,,TotalCapture_train,608
AMASS/all,17.215542505852138,,TotalCapture_train,608
ALL/all,17.215542505852138,,TotalCapture_train,608
AMASS/train,17.215401082563726,,DIP_train,965
AMASS/all,17.215401082563726,,DIP_train,965
ALL/all,17.215401082563726,,DIP_train,965
AMASS/train,17.21253590172308,,TotalCapture_train,144
AMASS/all,17.21253590172308,,TotalCapture_train,144
ALL/all,17.21253590172308,,TotalCapture_train,144
AMASS/train,17.211731414122465,,TotalCapture_train,712
AMASS/all,17.211731414122465,,TotalCapture_train,712
ALL/all,17.211731414122465,,TotalCapture_train,712
AMASS/train,17.21092958443245,,TotalCapture_train,1050
AMASS/all,17.21092958443245,,TotalCapture_train,1050
ALL/all,17.21092958443245,,TotalCapture_train,1050
AMASS/train,17.209716200196375,,TotalCapture_train,1002
AMASS/all,17.209716200196375,,TotalCapture_train,1002
ALL/all,17.209716200196375,,TotalCapture_train,1002
AMASS/train,17.208898081788696,,TotalCapture_train,300
AMASS/all,17.208898081788696,,TotalCapture_train,300
ALL/all,17.208898081788696,,TotalCapture_train,300
AMASS/train,17.208774558268978,,TotalCapture_train,346
AMASS/all,17.208774558268978,,TotalCapture_train,346
ALL/all,17.208774558268978,,TotalCapture_train,346
AMASS/train,17.208686808629533,,TotalCapture_train,710
AMASS/all,17.208686808629533,,TotalCapture_train,710
ALL/all,17.208686808629533,,TotalCapture_train,710
AMASS/train,17.208453175166508,,TotalCapture_train,1044
AMASS/all,17.208453175166508,,TotalCapture_train,1044
ALL/all,17.208453175166508,,TotalCapture_train,1044
AMASS/train,17.20786034604254,,TotalCapture_train,72
AMASS/all,17.20786034604254,,TotalCapture_train,72
ALL/all,17.20786034604254,,TotalCapture_train,72
AMASS/train,17.205306992728268,,TotalCapture_train,112
AMASS/all,17.205306992728268,,TotalCapture_train,112
ALL/all,17.205306992728268,,TotalCapture_train,112
AMASS/train,17.20510166095171,,TotalCapture_train,64
AMASS/all,17.20510166095171,,TotalCapture_train,64
ALL/all,17.20510166095171,,TotalCapture_train,64
AMASS/train,17.20283637459207,,TotalCapture_train,74
AMASS/all,17.20283637459207,,TotalCapture_train,74
ALL/all,17.20283637459207,,TotalCapture_train,74
AMASS/train,17.20230012007581,,TotalCapture_train,104
AMASS/all,17.20230012007581,,TotalCapture_train,104
ALL/all,17.20230012007581,,TotalCapture_train,104
AMASS/train,17.20170528591258,,TotalCapture_train,60
AMASS/all,17.20170528591258,,TotalCapture_train,60
ALL/all,17.20170528591258,,TotalCapture_train,60
AMASS/train,17.20084730020902,,TotalCapture_train,34
AMASS/all,17.20084730020902,,TotalCapture_train,34
ALL/all,17.20084730020902,,TotalCapture_train,34
AMASS/train,17.199731502646443,,TotalCapture_train,594
AMASS/all,17.199731502646443,,TotalCapture_train,594
ALL/all,17.199731502646443,,TotalCapture_train,594
AMASS/train,17.199240717300814,,TotalCapture_train,1010
AMASS/all,17.199240717300814,,TotalCapture_train,1010
ALL/all,17.199240717300814,,TotalCapture_train,1010
AMASS/train,17.195789832112727,,TotalCapture_train,304
AMASS/all,17.195789832112727,,TotalCapture_train,304
ALL/all,17.195789832112727,,TotalCapture_train,304
AMASS/train,17.194520710848373,,TotalCapture_train,22
AMASS/all,17.194520710848373,,TotalCapture_train,22
ALL/all,17.194520710848373,,TotalCapture_train,22
AMASS/train,17.19317665647103,,TotalCapture_train,642
AMASS/all,17.19317665647103,,TotalCapture_train,642
ALL/all,17.19317665647103,,TotalCapture_train,642
AMASS/train,17.192392736445473,,TotalCapture_train,108
AMASS/all,17.192392736445473,,TotalCapture_train,108
ALL/all,17.192392736445473,,TotalCapture_train,108
AMASS/train,17.191185300350476,,TotalCapture_train,0
AMASS/all,17.191185300350476,,TotalCapture_train,0
ALL/all,17.191185300350476,,TotalCapture_train,0
AMASS/train,17.191150048938436,,TotalCapture_train,1052
AMASS/all,17.191150048938436,,TotalCapture_train,1052
ALL/all,17.191150048938436,,TotalCapture_train,1052
AMASS/train,17.189271172651942,,TotalCapture_train,1000
AMASS/all,17.189271172651942,,TotalCapture_train,1000
ALL/all,17.189271172651942,,TotalCapture_train,1000
AMASS/train,17.187476610278434,,TotalCapture_train,352
AMASS/all,17.187476610278434,,TotalCapture_train,352
ALL/all,17.187476610278434,,TotalCapture_train,352
AMASS/train,17.187338278812476,,TotalCapture_train,306
AMASS/all,17.187338278812476,,TotalCapture_train,306
ALL/all,17.187338278812476,,TotalCapture_train,306
AMASS/train,17.185557167888266,,TotalCapture_train,648
AMASS/all,17.185557167888266,,TotalCapture_train,648
ALL/all,17.185557167888266,,TotalCapture_train,648
AMASS/train,17.18518446508002,,TotalCapture_train,76
AMASS/all,17.18518446508002,,TotalCapture_train,76
ALL/all,17.18518446508002,,TotalCapture_train,76
AMASS/train,17.1849761357582,,TotalCapture_train,1281
AMASS/all,17.1849761357582,,TotalCapture_train,1281
ALL/all,17.1849761357582,,TotalCapture_train,1281
AMASS/train,17.184001185164476,,DIP_train,1081
AMASS/all,17.184001185164476,,DIP_train,1081
ALL/all,17.184001185164476,,DIP_train,1081
AMASS/train,17.183300053729706,,TotalCapture_train,250
AMASS/all,17.183300053729706,,TotalCapture_train,250
ALL/all,17.183300053729706,,TotalCapture_train,250
AMASS/train,17.18240275736098,,TotalCapture_train,70
AMASS/all,17.18240275736098,,TotalCapture_train,70
ALL/all,17.18240275736098,,TotalCapture_train,70
AMASS/train,17.18228149841501,,TotalCapture_train,106
AMASS/all,17.18228149841501,,TotalCapture_train,106
ALL/all,17.18228149841501,,TotalCapture_train,106
AMASS/train,17.181133992469693,,TotalCapture_train,90
AMASS/all,17.181133992469693,,TotalCapture_train,90
ALL/all,17.181133992469693,,TotalCapture_train,90
AMASS/train,17.18111420557758,,TotalCapture_train,1058
AMASS/all,17.18111420557758,,TotalCapture_train,1058
ALL/all,17.18111420557758,,TotalCapture_train,1058
AMASS/train,17.179693075266563,,TotalCapture_train,604
AMASS/all,17.179693075266563,,TotalCapture_train,604
ALL/all,17.179693075266563,,TotalCapture_train,604
AMASS/train,17.178097155688228,,TotalCapture_train,708
AMASS/all,17.178097155688228,,TotalCapture_train,708
ALL/all,17.178097155688228,,TotalCapture_train,708
AMASS/train,17.177732071735928,,TotalCapture_train,378
AMASS/all,17.177732071735928,,TotalCapture_train,378
ALL/all,17.177732071735928,,TotalCapture_train,378
AMASS/train,17.17702329801278,,TotalCapture_train,316
AMASS/all,17.17702329801278,,TotalCapture_train,316
ALL/all,17.17702329801278,,TotalCapture_train,316
AMASS/train,17.176291205336774,,TotalCapture_train,288
AMASS/all,17.176291205336774,,TotalCapture_train,288
ALL/all,17.176291205336774,,TotalCapture_train,288
AMASS/train,17.176090522833313,,DIP_train,259
AMASS/all,17.176090522833313,,DIP_train,259
ALL/all,17.176090522833313,,DIP_train,259
AMASS/train,17.175087765050236,,TotalCapture_train,636
AMASS/all,17.175087765050236,,TotalCapture_train,636
ALL/all,17.175087765050236,,TotalCapture_train,636
AMASS/train,17.175045155945778,,TotalCapture_train,1018
AMASS/all,17.175045155945778,,TotalCapture_train,1018
ALL/all,17.175045155945778,,TotalCapture_train,1018
AMASS/train,17.1740482094238,,TotalCapture_train,1014
AMASS/all,17.1740482094238,,TotalCapture_train,1014
ALL/all,17.1740482094238,,TotalCapture_train,1014
AMASS/train,17.173982886853334,,TotalCapture_train,634
AMASS/all,17.173982886853334,,TotalCapture_train,634
ALL/all,17.173982886853334,,TotalCapture_train,634
AMASS/train,17.17393605628783,,TotalCapture_train,94
AMASS/all,17.17393605628783,,TotalCapture_train,94
ALL/all,17.17393605628783,,TotalCapture_train,94
AMASS/train,17.173291778071565,,TotalCapture_train,1022
AMASS/all,17.173291778071565,,TotalCapture_train,1022
ALL/all,17.173291778071565,,TotalCapture_train,1022
AMASS/train,17.173204193423445,,TotalCapture_train,380
AMASS/all,17.173204193423445,,TotalCapture_train,380
ALL/all,17.173204193423445,,TotalCapture_train,380
AMASS/train,17.172481665838003,,TotalCapture_train,632
AMASS/all,17.172481665838003,,TotalCapture_train,632
ALL/all,17.172481665838003,,TotalCapture_train,632
AMASS/train,17.16826094085404,,TotalCapture_train,142
AMASS/all,17.16826094085404,,TotalCapture_train,142
ALL/all,17.16826094085404,,TotalCapture_train,142
AMASS/train,17.167859071555313,,TotalCapture_train,638
AMASS/all,17.167859071555313,,TotalCapture_train,638
ALL/all,17.167859071555313,,TotalCapture_train,638
AMASS/train,17.167505628802243,,TotalCapture_train,382
AMASS/all,17.167505628802243,,TotalCapture_train,382
ALL/all,17.167505628802243,,TotalCapture_train,382
AMASS/train,17.167098825876806,,TotalCapture_train,640
AMASS/all,17.167098825876806,,TotalCapture_train,640
ALL/all,17.167098825876806,,TotalCapture_train,640
AMASS/train,17.165182229519765,,TotalCapture_train,140
AMASS/all,17.165182229519765,,TotalCapture_train,140
ALL/all,17.165182229519765,,TotalCapture_train,140
AMASS/train,17.163238405794605,,TotalCapture_train,644
AMASS/all,17.163238405794605,,TotalCapture_train,644
ALL/all,17.163238405794605,,TotalCapture_train,644
AMASS/train,17.158349068199875,,TotalCapture_train,58
AMASS/all,17.158349068199875,,TotalCapture_train,58
ALL/all,17.158349068199875,,TotalCapture_train,58
AMASS/train,17.157800133147894,,TotalCapture_train,630
AMASS/all,17.157800133147894,,TotalCapture_train,630
ALL/all,17.157800133147894,,TotalCapture_train,630
AMASS/train,17.155086535990378,,TotalCapture_train,1086
AMASS/all,17.155086535990378,,TotalCapture_train,1086
ALL/all,17.155086535990378,,TotalCapture_train,1086
AMASS/train,17.15462190452292,,TotalCapture_train,756
AMASS/all,17.15462190452292,,TotalCapture_train,756
ALL/all,17.15462190452292,,TotalCapture_train,756
AMASS/train,17.153769228057833,,TotalCapture_train,180
AMASS/all,17.153769228057833,,TotalCapture_train,180
ALL/all,17.153769228057833,,TotalCapture_train,180
AMASS/train,17.152398646554335,,TotalCapture_train,602
AMASS/all,17.152398646554335,,TotalCapture_train,602
ALL/all,17.152398646554335,,TotalCapture_train,602
AMASS/train,17.150673590841148,,TotalCapture_train,598
AMASS/all,17.150673590841148,,TotalCapture_train,598
ALL/all,17.150673590841148,,TotalCapture_train,598
AMASS/train,17.149362422266478,,TotalCapture_train,100
AMASS/all,17.149362422266478,,TotalCapture_train,100
ALL/all,17.149362422266478,,TotalCapture_train,100
AMASS/train,17.14922104085235,,TotalCapture_train,592
AMASS/all,17.14922104085235,,TotalCapture_train,592
ALL/all,17.14922104085235,,TotalCapture_train,592
AMASS/train,17.14771891908681,,TotalCapture_train,1056
AMASS/all,17.14771891908681,,TotalCapture_train,1056
ALL/all,17.14771891908681,,TotalCapture_train,1056
AMASS/train,17.145872006323035,,TotalCapture_train,646
AMASS/all,17.145872006323035,,TotalCapture_train,646
ALL/all,17.145872006323035,,TotalCapture_train,646
AMASS/train,17.1456522952961,,TotalCapture_train,764
AMASS/all,17.1456522952961,,TotalCapture_train,764
ALL/all,17.1456522952961,,TotalCapture_train,764
AMASS/train,17.143781102592627,,TotalCapture_train,286
AMASS/all,17.143781102592627,,TotalCapture_train,286
ALL/all,17.143781102592627,,TotalCapture_train,286
AMASS/train,17.141802251043973,,TotalCapture_train,92
AMASS/all,17.141802251043973,,TotalCapture_train,92
ALL/all,17.141802251043973,,TotalCapture_train,92
AMASS/train,17.141201811306708,,TotalCapture_train,600
AMASS/all,17.141201811306708,,TotalCapture_train,600
ALL/all,17.141201811306708,,TotalCapture_train,600
AMASS/train,17.14022530656251,,TotalCapture_train,391
AMASS/all,17.14022530656251,,TotalCapture_train,391
ALL/all,17.14022530656251,,TotalCapture_train,391
AMASS/train,17.138221665960444,,TotalCapture_train,340
AMASS/all,17.138221665960444,,TotalCapture_train,340
ALL/all,17.138221665960444,,TotalCapture_train,340
AMASS/train,17.137891885502242,,TotalCapture_train,98
AMASS/all,17.137891885502242,,TotalCapture_train,98
ALL/all,17.137891885502242,,TotalCapture_train,98
AMASS/train,17.13688457878829,,TotalCapture_train,596
AMASS/all,17.13688457878829,,TotalCapture_train,596
ALL/all,17.13688457878829,,TotalCapture_train,596
AMASS/train,17.132142325985228,,TotalCapture_train,1008
AMASS/all,17.132142325985228,,TotalCapture_train,1008
ALL/all,17.132142325985228,,TotalCapture_train,1008
AMASS/train,17.131995002462798,,TotalCapture_train,758
AMASS/all,17.131995002462798,,TotalCapture_train,758
ALL/all,17.131995002462798,,TotalCapture_train,758
AMASS/train,17.131907484890053,,TotalCapture_train,290
AMASS/all,17.131907484890053,,TotalCapture_train,290
ALL/all,17.131907484890053,,TotalCapture_train,290
AMASS/train,17.13010024646174,,TotalCapture_train,384
AMASS/all,17.13010024646174,,TotalCapture_train,384
ALL/all,17.13010024646174,,TotalCapture_train,384
AMASS/train,17.129847976878956,,TotalCapture_train,314
AMASS/all,17.129847976878956,,TotalCapture_train,314
ALL/all,17.129847976878956,,TotalCapture_train,314
AMASS/train,17.12939070140662,,TotalCapture_train,1101
AMASS/all,17.12939070140662,,TotalCapture_train,1101
ALL/all,17.12939070140662,,TotalCapture_train,1101
AMASS/train,17.129013646063157,,TotalCapture_train,6
AMASS/all,17.129013646063157,,TotalCapture_train,6
ALL/all,17.129013646063157,,TotalCapture_train,6
AMASS/train,17.128788684510162,,TotalCapture_train,28
AMASS/all,17.128788684510162,,TotalCapture_train,28
ALL/all,17.128788684510162,,TotalCapture_train,28
AMASS/train,17.12835871982699,,TotalCapture_train,576
AMASS/all,17.12835871982699,,TotalCapture_train,576
ALL/all,17.12835871982699,,TotalCapture_train,576
AMASS/train,17.127616157336302,,TotalCapture_train,360
AMASS/all,17.127616157336302,,TotalCapture_train,360
ALL/all,17.127616157336302,,TotalCapture_train,360
AMASS/train,17.127140165802373,,TotalCapture_train,32
AMASS/all,17.127140165802373,,TotalCapture_train,32
ALL/all,17.127140165802373,,TotalCapture_train,32
AMASS/train,17.123547856615744,,TotalCapture_train,1176
AMASS/all,17.123547856615744,,TotalCapture_train,1176
ALL/all,17.123547856615744,,TotalCapture_train,1176
ALL/all,17.123314600590685,,TotalCapture_train,1354
DIP/all,17.123314600590685,,TotalCapture_train,56
DIP/test,17.123314600590685,,TotalCapture_train,14
AMASS/train,17.121757335888343,,TotalCapture_train,358
AMASS/all,17.121757335888343,,TotalCapture_train,358
ALL/all,17.121757335888343,,TotalCapture_train,358
AMASS/train,17.121483179249125,,TotalCapture_train,1174
AMASS/all,17.121483179249125,,TotalCapture_train,1174
ALL/all,17.121483179249125,,TotalCapture_train,1174
AMASS/train,17.121448359285463,,TotalCapture_train,1122
AMASS/all,17.121448359285463,,TotalCapture_train,1122
ALL/all,17.121448359285463,,TotalCapture_train,1122
AMASS/train,17.12144294232143,,TotalCapture_train,178
AMASS/all,17.12144294232143,,TotalCapture_train,178
ALL/all,17.12144294232143,,TotalCapture_train,178
AMASS/train,17.11836723266465,,TotalCapture_train,1004
AMASS/all,17.11836723266465,,TotalCapture_train,1004
ALL/all,17.11836723266465,,TotalCapture_train,1004
AMASS/train,17.116671447411473,,TotalCapture_train,126
AMASS/all,17.116671447411473,,TotalCapture_train,126
ALL/all,17.116671447411473,,TotalCapture_train,126
AMASS/train,17.116008888284792,,TotalCapture_train,344
AMASS/all,17.116008888284792,,TotalCapture_train,344
ALL/all,17.116008888284792,,TotalCapture_train,344
AMASS/train,17.115513356403163,,TotalCapture_train,54
AMASS/all,17.115513356403163,,TotalCapture_train,54
ALL/all,17.115513356403163,,TotalCapture_train,54
AMASS/train,17.113381187184586,,TotalCapture_train,272
AMASS/all,17.113381187184586,,TotalCapture_train,272
ALL/all,17.113381187184586,,TotalCapture_train,272
AMASS/train,17.113282290295455,,TotalCapture_train,284
AMASS/all,17.113282290295455,,TotalCapture_train,284
ALL/all,17.113282290295455,,TotalCapture_train,284
AMASS/train,17.112530136319695,,TotalCapture_train,1132
AMASS/all,17.112530136319695,,TotalCapture_train,1132
ALL/all,17.112530136319695,,TotalCapture_train,1132
AMASS/train,17.111369431011802,,TotalCapture_train,760
AMASS/all,17.111369431011802,,TotalCapture_train,760
ALL/all,17.111369431011802,,TotalCapture_train,760
AMASS/train,17.10981877531083,,TotalCapture_train,1126
AMASS/all,17.10981877531083,,TotalCapture_train,1126
ALL/all,17.10981877531083,,TotalCapture_train,1126
AMASS/train,17.10936025290833,,TotalCapture_train,12
AMASS/all,17.10936025290833,,TotalCapture_train,12
ALL/all,17.10936025290833,,TotalCapture_train,12
AMASS/train,17.109252550271968,,TotalCapture_train,124
AMASS/all,17.109252550271968,,TotalCapture_train,124
ALL/all,17.109252550271968,,TotalCapture_train,124
AMASS/train,17.109025821606956,,TotalCapture_train,1162
AMASS/all,17.109025821606956,,TotalCapture_train,1162
ALL/all,17.109025821606956,,TotalCapture_train,1162
AMASS/train,17.108850477662212,,TotalCapture_train,297
AMASS/all,17.108850477662212,,TotalCapture_train,297
ALL/all,17.108850477662212,,TotalCapture_train,297
AMASS/train,17.108821662151723,,TotalCapture_train,206
AMASS/all,17.108821662151723,,TotalCapture_train,206
ALL/all,17.108821662151723,,TotalCapture_train,206
AMASS/train,17.10818299291088,,TotalCapture_train,166
AMASS/all,17.10818299291088,,TotalCapture_train,166
ALL/all,17.10818299291088,,TotalCapture_train,166
AMASS/train,17.10576013643601,,TotalCapture_train,620
AMASS/all,17.10576013643601,,TotalCapture_train,620
ALL/all,17.10576013643601,,TotalCapture_train,620
AMASS/train,17.105192284371594,,TotalCapture_train,248
AMASS/all,17.105192284371594,,TotalCapture_train,248
ALL/all,17.105192284371594,,TotalCapture_train,248
AMASS/train,17.10469726058097,,TotalCapture_train,614
AMASS/all,17.10469726058097,,TotalCapture_train,614
ALL/all,17.10469726058097,,TotalCapture_train,614
AMASS/train,17.10435810564503,,TotalCapture_train,354
AMASS/all,17.10435810564503,,TotalCapture_train,354
ALL/all,17.10435810564503,,TotalCapture_train,354
AMASS/train,17.10351292725695,,TotalCapture_train,262
AMASS/all,17.10351292725695,,TotalCapture_train,262
ALL/all,17.10351292725695,,TotalCapture_train,262
AMASS/train,17.103328927811276,,TotalCapture_train,282
AMASS/all,17.103328927811276,,TotalCapture_train,282
ALL/all,17.103328927811276,,TotalCapture_train,282
AMASS/train,17.1030923839656,,TotalCapture_train,310
AMASS/all,17.1030923839656,,TotalCapture_train,310
ALL/all,17.1030923839656,,TotalCapture_train,310
AMASS/train,17.101806868607625,,TotalCapture_train,1112
AMASS/all,17.101806868607625,,TotalCapture_train,1112
ALL/all,17.101806868607625,,TotalCapture_train,1112
AMASS/train,17.0974664245909,,TotalCapture_train,168
AMASS/all,17.0974664245909,,TotalCapture_train,168
ALL/all,17.0974664245909,,TotalCapture_train,168
AMASS/train,17.095516229897857,,TotalCapture_train,610
AMASS/all,17.095516229897857,,TotalCapture_train,610
ALL/all,17.095516229897857,,TotalCapture_train,610
AMASS/train,17.09494723455501,,TotalCapture_train,612
AMASS/all,17.09494723455501,,TotalCapture_train,612
ALL/all,17.09494723455501,,TotalCapture_train,612
AMASS/train,17.09391328152778,,TotalCapture_train,342
