mode,sequence_id,sensor_name,original_acc_rmse,refined_acc_rmse,delta_acc_rmse
A,s5_freestyle1,left_lower_leg,0.8732976523636198,0.8839575167878296,0.010659864424209853
A,s5_freestyle1,right_lower_leg,2.161832211923515,2.1622534625286716,0.0004212506051564091
