mode,original_acc_rmse,refined_acc_rmse,delta_acc_rmse,fit_sensor_delta_acc_rmse,heldout_sensor_delta_acc_rmse,mean_pose_delta_deg,max_pose_delta_deg,lower_body_pose_delta_deg,mean_trans_delta,max_trans_delta,original_gyro_rmse,refined_gyro_rmse,delta_gyro_rmse,original_jerk,refined_jerk,delta_jerk,original_foot_sliding,refined_foot_sliding,delta_foot_sliding
A,1.2001449674228177,1.206385288447416,0.006240321024598261,0.008609859555016475,0.0031137741902800276,0.0,0.0,0.0,0.0002739689371082932,0.0005907652084715664,0.44941821674978555,0.44941821674978555,0.0,542.4364624023438,542.4376831054688,0.001220703125,0.10985258221626282,0.11011132597923279,0.0002587437629699707
