mode,sequence_id,variant,qd_roughness,qdd_roughness,jerk,high_frequency_energy
A,s5_freestyle1,original,0.36354249715805054,13.0697603225708,542.4364624023438,0.9974763582366319
A,s5_freestyle1,refined,0.3635432720184326,13.069798469543457,542.4376831054688,0.997478544976946
