mode,sequence_id,variant,foot_sliding,stance_foot_velocity,stance_foot_acceleration
A,s5_freestyle1,original,0.10985258221626282,0.10985258221626282,1.4374444484710693
A,s5_freestyle1,refined,0.11011132597923279,0.11011132597923279,1.4565123319625854
