mode,sequence_id,sensor_name,original_acc_rmse,refined_acc_rmse,delta_acc_rmse
A,s5_freestyle1,left_lower_leg,0.8732976523636198,0.9430417746944373,0.0697441223308175
A,s5_freestyle1,right_lower_leg,2.161832211923515,2.1790475579611313,0.017215346037616097
