mode,sequence_id,signal_filter,sensor_group,original_acc_rmse,refined_acc_rmse,delta_acc_rmse
A,s5_freestyle1,raw,all,1.2001449674228177,1.2454245916866524,0.045279624263834695
A,s5_freestyle1,raw,fit,0.9512280194770537,1.0079573768144587,0.05672935733740503
A,s5_freestyle1,raw,heldout,1.648661169272499,1.6789246630917072,0.03026349381920812
A,s5_freestyle1,savgol9_p3,all,0.9792625416059748,0.9837139628643966,0.004451421258421795
A,s5_freestyle1,savgol9_p3,fit,0.7988106160468809,0.8039481650584576,0.005137549011576703
A,s5_freestyle1,savgol9_p3,heldout,1.3397794030352892,1.3436263169999783,0.0038469139646890582
A,s5_freestyle1,savgol15_p3,all,0.8532574290444628,0.8565907505090539,0.003333321464591088
A,s5_freestyle1,savgol15_p3,fit,0.7561172944231443,0.7592665817628513,0.0031492873397069854
A,s5_freestyle1,savgol15_p3,heldout,1.1253904859356014,1.1289189385366696,0.003528452601068155
