mode,original_acc_rmse,refined_acc_rmse,delta_acc_rmse,fit_sensor_delta_acc_rmse,heldout_sensor_delta_acc_rmse,mean_pose_delta_deg,max_pose_delta_deg,lower_body_pose_delta_deg,mean_trans_delta,max_trans_delta,original_gyro_rmse,refined_gyro_rmse,delta_gyro_rmse,original_jerk,refined_jerk,delta_jerk,original_foot_sliding,refined_foot_sliding,delta_foot_sliding
A,1.2001449674228177,1.2454245916866524,0.045279624263834695,0.05672935733740503,0.03026349381920812,0.0,0.0,0.0,0.0006165587692521513,0.001205243868753314,0.44941821674978555,0.44941821674978555,0.0,542.4364624023438,542.4453125,0.00885009765625,0.10985258221626282,0.1105630174279213,0.0007104352116584778
