comparison,dataset,split,sequence_name,sensor,valid_frames,num_sequences,mse,rmse,mae,l2,corr,cosine,mag_mae,axis_mae_x,axis_mae_y,axis_mae_z,axis_rmse_x,axis_rmse_y,axis_rmse_z,energy_imu,energy_gt
butter2_4hz_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::original,right_lower_leg,1370,1,0.09613006561994553,0.31004849076271057,0.2278309166431427,0.47943827509880066,0.9170787334442139,0.7653321027755737,0.30588895082473755,0.2902798652648926,0.09874784201383591,0.294465035200119,0.3723295032978058,0.13235129415988922,0.3636537790298462,1.119229793548584,0.9313594102859497
butter2_4hz_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::original,head,1370,1,0.10223659127950668,0.3197445571422577,0.2338404357433319,0.49665677547454834,0.9553152918815613,0.796170711517334,0.2897225618362427,0.2918815612792969,0.0952431783080101,0.31439658999443054,0.37306731939315796,0.12920337915420532,0.38837745785713196,1.5325770378112793,1.4248038530349731
centered_ma9_oracle,AMASS,train,HumanEva/S1/Box_1_poses::original,overall_leaf_only,1370,1,0.14549520611763,0.38143834471702576,0.25052663683891296,0.5154709815979004,0.991379976272583,0.8476143479347229,0.27205324172973633,0.28805917501449585,0.1576431542634964,0.30587756633758545,0.4179328382015228,0.29632487893104553,0.417144238948822,2.7704334259033203,2.6635282039642334
raw_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,overall_leaf_only,1370,1,1.0858148158376935e-07,0.00032951703178696334,0.00020843069069087505,0.0004731013032142073,1.0000001192092896,1.0,0.00020708056399598718,9.430961654288694e-05,0.0004102592065464705,0.00012072329263901338,0.00012380408588796854,0.0005338602350093424,0.00015940597222652286,5.425968170166016,5.42596435546875
raw_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,left_forearm,1370,1,1.3173087154427776e-07,0.00036294746678322554,0.0002501090639270842,0.0005515466327778995,0.9999999403953552,1.0,0.00027568000950850546,0.00011243976769037545,0.00045838981168344617,0.00017949764151126146,0.00014584579912479967,0.000566918752156198,0.00022918290051165968,8.655728340148926,8.65572738647461
raw_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,right_forearm,1370,1,1.270672811415352e-07,0.00035646496689878404,0.0002304547670064494,0.000523138209246099,0.9999998211860657,1.0,0.0002619808947201818,0.0001136947757913731,0.0004557671200018376,0.00012190239795017987,0.0001468714326620102,0.0005787051632069051,0.00015726080164313316,8.65422534942627,8.654214859008789
raw_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,left_lower_leg,1370,1,5.083194309918326e-08,0.00022545940009877086,0.00016103667439892888,0.0003449991927482188,1.0000001192092896,1.0,0.00013525255781132728,8.650636300444603e-05,0.0002749551786109805,0.00012164848885731772,0.00011128150072181597,0.0003425040340516716,0.00015100739256013185,3.437113046646118,3.4371137619018555
raw_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,right_lower_leg,1370,1,4.829304600661999e-08,0.00021975679555907845,0.00014446332352235913,0.0003251630114391446,1.0000001192092896,1.0,0.00012182385398773476,7.482660294044763e-05,0.00028169076540507376,7.687263132538646e-05,9.779087849892676e-05,0.00035480945371091366,9.708923607831821e-05,2.867326498031616,2.8673202991485596
raw_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,head,1370,1,1.8498428744351259e-07,0.0004300980072002858,0.0002560896100476384,0.000620659498963505,1.0000001192092896,0.9999999403953552,0.0002406655257800594,8.408058783970773e-05,0.0005804929533042014,0.00010369528899900615,0.00010885045776376501,0.0007249403279274702,0.00013253677752800286,3.5154457092285156,3.515444278717041
butter2_4hz_leaf_relative,AMASS,train,HumanEva/S1/Box_1_poses::offset_aug_overlay,overall_leaf_only,1370,1,3.647851465338192e-10,1.9099348719464615e-05,8.319939297507517e-06,1.882567084976472e-05,1.000000238418579,1.0,7.865946827223524e-06,3.8148832572915126e-06,1.6255342416116036e-05,4.889595402346458e-06,6.284310984483454e-06,3.1298870453611016e-05,8.674298442201689e-06,3.0550553798675537,3.0550553798675537
