mode,sequence_id,sensor_name,original_acc_rmse,refined_acc_rmse,delta_acc_rmse
A,s5_freestyle1,left_lower_leg,0.8732976523636198,0.9430432101199382,0.06974555775631841
A,s5_freestyle1,right_lower_leg,2.161832211923515,2.179044032355361,0.01721182043184566
