mode,original_acc_rmse,refined_acc_rmse,delta_acc_rmse,fit_sensor_delta_acc_rmse,heldout_sensor_delta_acc_rmse,mean_pose_delta_deg,max_pose_delta_deg,lower_body_pose_delta_deg,mean_trans_delta,max_trans_delta,original_gyro_rmse,refined_gyro_rmse,delta_gyro_rmse,original_jerk,refined_jerk,delta_jerk,original_foot_sliding,refined_foot_sliding,delta_foot_sliding
A,1.2001449674228177,1.2063841858828808,0.006239218460063034,0.008609224974348462,0.0031127767403378304,0.0,0.0,0.0,0.0002740199270192534,0.0005909462925046682,0.44941821674978555,0.44941821674978555,0.0,542.4364624023438,542.4376831054688,0.001220703125,0.10985258221626282,0.11011132597923279,0.0002587437629699707
